Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,AB,H,xH,1B,x1B,2B,x2B,3B,x3B,HR,xHR,XBH,xXBH
649,1218298624,H. Pidek,Hunter Pidek,Pidek,Hunter,P,Oakland University,OAK,5386,Oakland,BBC,R,R,15,362,311,81,87.6,49,51.4,17,19.5,3,0.0,12,14.7,32,29.4
650,1207806720,L. Fladda,Luc Fladda,Fladda,Luc,P,Tulane University,TULN,730354176,Tulane,BBC,L,L,15,346,312,97,95.1,59,59.2,22,18.7,3,0.0,13,14.8,38,30.2
651,1115370173,H. Bell,Hunter Bell,Bell,Hunter,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,13,270,220,60,70.7,40,25.2,10,29.3,4,0.0,6,14.8,20,36.0
652,1473506994,G. Kirn,Griffin Kirn,Kirn,Griffin,P,West Virginia University,WVU,5327,West Virginia,BBC,L,L,18,420,369,86,99.8,54,63.7,18,19.0,1,0.0,13,14.9,32,29.8
653,1281908992,A. Nigut,Alec Nigut,Nigut,Alec,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,L,14,269,241,66,61.9,43,32.7,13,12.6,0,0.0,10,15.0,23,24.7
654,1747080880,G. Smith,Griffin Smith,Smith,Griffin,P,Washington State University,WSU,4505,Washington State,BBC,R,R,16,363,336,97,107.3,61,69.3,18,20.6,4,0.0,14,15.0,36,32.9
655,1130326784,I. Silva,Isaac Silva,Silva,Isaac,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,384,338,84,89.0,60,53.1,14,18.5,1,0.0,9,15.0,24,29.5
656,1327579136,R. Halamicek,Ryan Halamicek,Halamicek,Ryan,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,R,17,328,298,86,92.8,51,55.0,14,20.3,2,0.0,19,15.2,35,32.2
657,1246582016,D. Voegele,Dominic Voegele,Voegele,Dominic,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,16,418,363,93,108.4,64,71.0,11,19.6,3,0.0,15,15.2,29,30.3
658,1198583040,C. Powers,Callen Powers,Powers,Callen,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,14,338,292,79,78.5,47,43.3,16,18.3,2,0.0,14,15.3,32,29.0
659,1212300033,N. George,Nolan George,George,Nolan,P,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,21,306,274,80,79.3,64,45.8,8,16.6,0,0.0,8,15.3,16,28.6
660,1428410894,S. Dudley,Seth Dudley,Dudley,Seth,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,14,317,277,76,53.5,54,28.7,14,8.0,1,0.0,7,15.3,22,20.4
661,1574122232,A. Ehmke,Aric Ehmke,Ehmke,Aric,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,15,285,235,67,74.8,39,41.9,17,15.7,2,0.0,9,15.4,28,25.6
662,1489292894,V. Borghese,Vincent Borghese,Borghese,Vincent,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,15,395,356,96,81.0,67,46.8,20,17.0,1,0.0,8,15.5,29,29.3
663,1142086912,M. Gienger,Murphy Gienger,Gienger,Murphy,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,376,325,101,92.1,64,62.3,22,12.4,4,0.0,11,15.6,37,24.2
664,1238171904,A. Cremarosa,Aidan Cremarosa,Cremarosa,Aidan,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,17,409,366,89,90.2,51,53.0,18,19.8,2,0.0,18,15.6,38,31.7
665,1604541126,T. Hillen,Trent Hillen,Hillen,Trent,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,14,349,306,84,103.3,55,63.4,18,22.1,2,0.0,9,15.6,29,33.1
666,1196797696,D. Lally Jr.,David Lally Jr.,Lally Jr.,David,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,15,328,281,66,83.4,36,48.2,14,17.3,0,0.0,16,15.7,30,28.3
667,1370357953,M. Yusypchuk,Michael Yusypchuk,Yusypchuk,Michael,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,15,320,286,80,88.5,42,53.2,20,17.6,3,0.0,15,15.9,38,29.9
668,1282555136,P. Gardner,Patrick Gardner,Gardner,Patrick,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,15,337,293,81,88.1,49,53.3,14,16.8,1,0.0,17,16.1,32,28.6
669,1198512384,J. Wells,Jackson Wells,Wells,Jackson,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,390,341,95,99.0,57,63.6,28,17.5,0,0.0,10,16.2,38,29.5
670,1306812928,B. Blevins,Bryce Blevins,Blevins,Bryce,P,Marshall University,MRSH,730333696,Marshall,BBC,R,L,16,416,363,108,114.1,69,73.3,23,22.7,0,0.0,16,16.3,39,34.0
671,1200305920,R. Peterson,Ryan Peterson,Peterson,Ryan,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,14,351,296,86,87.3,44,48.5,27,19.8,3,0.0,12,16.5,42,30.6
672,1205406720,H. Watkins,Hunter Watkins,Watkins,Hunter,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,19,301,270,78,75.5,49,43.9,12,13.4,2,0.0,15,16.6,29,26.9
673,1100455936,T. Charlton,Tyler Charlton,Charlton,Tyler,P,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,16,260,227,67,56.6,32,27.2,13,10.9,4,0.0,18,16.9,35,24.3
674,1163175424,C. Kennedy,Colton Kennedy,Kennedy,Colton,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,16,327,286,80,82.9,46,50.4,18,14.1,1,0.0,15,17.0,34,27.2
675,1162566912,E. Gonzales,Erick Gonzales,Gonzales,Erick,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,18,387,311,76,106.3,50,73.5,15,13.6,2,0.0,9,17.3,26,24.8
676,1296521728,K. Segel,Kaden Segel,Segel,Kaden,P,University of Portland,PORT,730360320,Portland,BBC,R,R,21,274,249,73,73.0,46,44.9,11,9.2,1,0.0,15,17.5,27,24.2
677,1342169499,N. Lewis,Nick Lewis,Lewis,Nick,P,Washington State University,WSU,4505,Washington State,BBC,L,L,16,344,307,98,101.6,54,63.3,33,18.6,1,0.0,10,17.8,44,32.5
678,1619696044,D. DeProspero,Dutch DeProspero,DeProspero,Dutch,P,Towson University,TOWS,730318336,Towson,BBC,R,R,16,262,236,69,74.4,39,40.9,14,14.4,1,0.0,15,17.8,30,29.0
679,1493066280,A. Quezada,Adrian Quezada,Quezada,Adrian,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,11,257,226,67,77.7,45,34.7,8,23.1,1,0.0,13,17.9,22,36.0
680,1139726080,C. Book,Colton Book,Book,Colton,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,L,14,349,318,66,69.1,38,37.3,15,12.7,1,0.0,12,18.0,28,28.0
681,1263546624,D. Thomas,David Thomas,Thomas,David,P,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,14,343,304,102,95.8,78,59.9,15,15.4,0,0.0,9,18.4,24,30.0
682,1227038720,E. Brown,Eli Brown,Brown,Eli,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,L,15,345,327,83,80.2,48,37.7,18,21.6,0,0.0,17,18.6,35,38.1
683,1404703032,G. Sumner,Garrison Sumner,Sumner,Garrison,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,14,295,259,80,76.6,46,43.3,13,12.6,3,0.0,18,19.1,34,27.8
684,1854940930,H. Deliyannis,Harry Deliyannis,Deliyannis,Harry,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,14,290,248,85,84.4,37,42.6,20,20.3,4,0.0,24,19.3,48,33.8
685,1310530560,J. Core,Joel Core,Core,Joel,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,15,333,281,69,76.7,43,39.9,13,14.1,2,0.0,11,20.7,26,29.3
686,1084690944,Z. Wager,Zach Wager,Wager,Zach,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,L,17,299,259,80,117.9,54,51.5,16,42.8,1,0.0,9,21.9,26,56.0
687,1105517312,D. Munn,Drew Munn,Munn,Drew,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,14,369,320,85,114.5,63,73.1,11,16.7,1,0.0,10,21.9,22,33.4
688,1149743416,M. Goodpaster,Marcus Goodpaster,Goodpaster,Marcus,P,Butler University,BUT,730283520,Butler,BBC,R,R,14,357,318,109,107.7,62,57.6,27,25.1,3,0.0,17,22.0,47,41.9
689,1238871552,J. Newell,Josh Newell,Newell,Josh,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,15,406,373,91,114.5,66,67.4,17,21.0,3,0.0,5,22.8,25,40.3
690,1162573312,A. Payamps,Andrelys Payamps,Payamps,Andrelys,P,Iona College,IONA,730242048,Iona,BBC,R,R,12,275,231,53,83.8,34,45.1,15,11.2,2,0.0,2,24.2,19,29.7
691,1536897735,B. Treichel,Bryson Treichel,Treichel,Bryson,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,15,288,251,70,75.5,54,38.6,9,10.1,3,0.0,4,24.4,16,30.1
692,1195467264,M. Martinez,Mason Martinez,Martinez,Mason,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,16,374,312,98,90.8,71,50.5,14,13.8,2,0.0,11,24.4,27,31.8
693,1100142592,E. Blakeney,Ethan Blakeney,Blakeney,Ethan,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,258,212,73,63.3,40,23.4,18,12.6,4,0.0,11,24.5,33,30.5
694,1217549824,R. Reyes,Randy Reyes,Reyes,Randy,P,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,14,289,223,61,78.7,46,44.9,7,3.9,1,0.0,7,28.4,15,24.9
695,1238172160,N. Rodriguez,Noah Rodriguez,Rodriguez,Noah,P,Siena College,SIE,730382592,Siena,BBC,L,R,16,381,342,105,104.8,70,56.2,17,17.1,3,0.0,15,28.6,35,41.0
